file,concept,count
Copia_Trint_Entrevista_Personajes_Icónicos_Historia_del_Internet_en_Colombia_Uniandes_20230306_150225_Meeting_Recording.docx," por allá con los contactos y con otras personas, tanto de esas otras universidades como con Creo, creo que también con ",1
Copia_Trint_Entrevista_Personajes_Icónicos_Historia_del_Internet_en_Colombia_Uniandes_20230306_150225_Meeting_Recording.docx,IMPSAT,3
Copia_Trint_Entrevista_Personajes_Icónicos_Historia_del_Internet_en_Colombia_Uniandes_20230306_150225_Meeting_Recording.docx,Telecom,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,María José,2
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Uniandes,30
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Univalle,6
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Mauricio,5
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Centro de Cómputo,12
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Hugo,19
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,", definitivamente era un ambiente muy bueno tanto para aprender como en lo personal  A mediados del 90 empecé a trabajar en el ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,,7
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,  tuve la oportunidad de hacer una especialización en telemática.,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Gonzalo,9
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,", ",2
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Unisys,8
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Departamento de Sistemas,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Fernando Salcedo,2
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,", entre los dos que yo trabajaba para ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx," era mi jefe inmediato, pero ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,", era el director  de  todo el ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,". Entonces todo el proyecto obviamente yo se lo presenté a ellos, ellos lo aprobaron y ellos fueron los que recibieron la plata directamente de la administración, digamos que de esa parte, de toda esa gestión, yo no la manejaba porque esto es lo que queremos hacer. La parte técnica realmente, tanto en la red como en el Internet, mi labor fue más técnica. Obviamente estuve en reuniones, pero yo en la parte de gestión y la parte de conseguir los fondos o de negociar toda esa parte nunca estuve involucrado; trabajando mucho con ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,",él ya tenía su red, él manejaba la red de Mackintosh. En esa época la universidad tenía mucho Mac por todo el campus, pero él tenía su propia red que se usaba a través de líneas telefónicas. Como el campus ya tenía la red telefónica, él aprovechó esa red telefónica para conectar todos los Mac entre ellos,  entonces, realmente la primera red que hubo en el campus de esta universidad fue Mackintosh, pero a través de red telefónica, que era un poquito más lenta. Cuando yo empecé a trabajar en la parte de fibra óptica ya conectamos todo, todos los edificios por fibra óptica, integramos la red de Macde Gonzalo",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Ethernet,8
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,IBM,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Token Ring,7
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Pascal,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,C,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Assembler,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Mainframe,8
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,BITNET,8
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,UNIX,5
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Hugo Sin,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Cinet,3
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,HTML,2
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Wi-Fi,5
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Mauricio Briceño,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Fernando,5
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Mainframes,2
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Cisco,4
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx," para conectarse, copiar el satélite. La universidad aquí con offset en la Florida. Entonces, básicamente, ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx," consiguió, Dijo ¿Quién vende ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx, aquí en Colombia? Nadie. Consiguió una empresa de Cali y finalmente logró que mandaran un enrutador ,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,. Él compró el enrutador ,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx, y lo mandó. Entonces ,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,", esto tiene que estar configurado. Digamos que él hizo toda la cuestión de conseguir ese famoso enrutador ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,. Yo no tenía ni idea qué era  ,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx," para esa época y todos  esos protocolos de enrutamiento, entonces, ellos me mandaron una documentación: Esto es lo que tienen que conectarse,tienen que tener esto, esto y esto. Vamos a conectar entre ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx, y ,4
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx, hicieron la gestión con ,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx, para el enlace satelital y ,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx," llegó con su.. “Okey, conécteme esto   en  su enrutador y usted maneje el enrutador y ya ahí tiene conexión”. Fue muy interesante esa  parte, aprender ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,", todavía uso ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx," definitivamente,  A mi  me tocó aprender todos los protocolos de enrutamiento para conectarnos a Internet,  una  vez conectados a Internet, ya vienen las otras universidades también. Ah bueno, viene el Galpón cómo le doy acceso a los estudiantes a través de líneas telefónicas,  pero ahora viene ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,", que fueron las dos primeras, y la ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx," en Bogotá. Ahora,  ¿cómo nos conectamos? ¿Cómo les damos a ellos conexión? Entonces ahí también a través de Telecom, la red ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,"pack una red de X 25, básicamente ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,",",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,"nosotros, y la Nacional nos conectamos a esta red COLTRAPACK y ya logramos conectar las redes de ellos con ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,", básicamente con la parte física, la parte técnica era que ellos se conectaban a ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,", se conectaba a internet. Por cierto, me imagino que ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,", o ya les comentaron la; La primera conexión a internet fue a 9600 bits por segundo, el cual ese enlace estaba completamente saturado desde que empezó,  logramos subir, no sé en qué año, yo estoy seguro que ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx," tienen las fechas, pero logramos subir a 64 kilobits por segundo. Ya es una conexión mucho más rápida. Pero básicamente estas universidades se conectaban a ",1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx, a través de la red COLTPACK Después empezamos a hacer enlaces de vía microondas  Creo que con ,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Telecom,2
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Comsat,4
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Linux,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,CEO,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Coldapaq,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Gopher,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,Coltapack,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,EAFIT,1
Copia_Trint_Entrevista_Uniandes_Mauricio_Pinilla_Historia_del_Internet_Colombia_20230928_080049_Meeting_Recording.docx,switches,1
